,Year,State_Name,Name,Start_Date,End_Date,Party
649,2006,Karnataka,Sri H.D.KUMARA SWAMY,2006-03-02,2007-08-10,JD(S)
650,2007,Karnataka,Sri H.D.KUMARA SWAMY,2006-03-02,2007-08-10,JD(S)
651,2007,Karnataka,President's Rule,2007-08-10,2007-12-11,
652,2007,Karnataka,Sri B.S.YEDDYURAPPA,2007-12-11,2007-11-19,BJP
653,2007,Karnataka,President's Rule,2007-11-20,2008-05-29,
654,2008,Karnataka,President's Rule,2007-11-20,2008-05-29,
655,2008,Karnataka,Dr B.S.YEDDYURAPPA,2008-05-30,2011-04-08,BJP
656,2009,Karnataka,Dr B.S.YEDDYURAPPA,2008-05-30,2011-04-08,BJP
657,2010,Karnataka,Dr B.S.YEDDYURAPPA,2008-05-30,2011-04-08,BJP
658,2011,Karnataka,Dr B.S.YEDDYURAPPA,2008-05-30,2011-04-08,BJP
659,2011,Karnataka,Sri D.V.SADANANDA GOWDA,2011-05-08,2012-11-07,
660,2012,Karnataka,Sri D.V.SADANANDA GOWDA,2011-05-08,2012-11-07,
661,2012,Karnataka,Sri JAGADISH SHETTAR,2012-12-07,2013-12-05,BJP
662,2013,Karnataka,Sri JAGADISH SHETTAR,2012-12-07,2013-12-05,BJP
663,2013,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
664,2014,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
665,2015,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
666,2016,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
667,2017,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
668,2018,Karnataka,Sri Siddaramaiah,2013-05-13,2018-05-15,INC
669,2018,Karnataka,Sri B.S.YEDDYURAPPA,2018-05-17,2018-05-19,BJP
670,2018,Karnataka,Sri H.D.KUMARA SWAMY,2018-05-23,2019-07-23,JD(S)
671,2019,Karnataka,Sri H.D.KUMARA SWAMY,2018-05-23,2019-07-23,JD(S)
672,2064,Kerala,President's Rule,2064-10-09,2067-06-03,
673,2065,Kerala,President's Rule,2064-10-09,2067-06-03,
674,2066,Kerala,President's Rule,2064-10-09,2067-06-03,
675,2067,Kerala,President's Rule,2064-10-09,2067-06-03,
676,2067,Kerala,Shri. E. M. S. Namboodiripad,2067-06-03,2069-01-11,CPM
677,2068,Kerala,Shri. E. M. S. Namboodiripad,2067-06-03,2069-01-11,CPM
678,2069,Kerala,Shri. E. M. S. Namboodiripad,2067-06-03,2069-01-11,CPM
679,2069,Kerala,Shri. C. Achutha Menon,2069-01-11,2070-01-08,
680,2070,Kerala,Shri. C. Achutha Menon,2069-01-11,2070-01-08,
681,2070,Kerala,President's Rule,2070-01-08,2070-04-10,
682,1977,Kerala,Shri. K. Karunakaran,1977-03-25,1977-04-25,INC
683,1977,Kerala,Shri. A. K. Antony,1977-04-27,1978-10-27,
684,1978,Kerala,Shri. A. K. Antony,1977-04-27,1978-10-27,
685,1978,Kerala,Shri. P. K. Vasudevan Nair,1978-10-29,1979-07-10,CPI
686,1979,Kerala,Shri. P. K. Vasudevan Nair,1978-10-29,1979-07-10,CPI
687,1979,Kerala,Shri. C. H. Mohammed Koya,1979-12-10,1979-01-12,MUL
688,1979,Kerala,President's Rule,1979-01-12,1980-01-25,
689,1980,Kerala,President's Rule,1979-01-12,1980-01-25,
690,1980,Kerala,Shri. E. K. Nayanar,1980-01-25,1981-10-20,CPM
691,1981,Kerala,Shri. E. K. Nayanar,1980-01-25,1981-10-20,CPM
692,1981,Kerala,Shri. K. Karunakaran,1981-12-28,1982-03-17,INC(I)
693,1982,Kerala,Shri. K. Karunakaran,1981-12-28,1982-03-17,INC(I)
694,1982,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
695,1983,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
696,1984,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
697,1985,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
698,1986,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
699,1987,Kerala,Shri. K. Karunakaran,1982-05-24,1987-03-25,INC
700,1987,Kerala,Shri. E. K. Nayanar,1987-03-26,1991-06-17,CPM
701,1988,Kerala,Shri. E. K. Nayanar,1987-03-26,1991-06-17,CPM
702,1989,Kerala,Shri. E. K. Nayanar,1987-03-26,1991-06-17,CPM
703,1990,Kerala,Shri. E. K. Nayanar,1987-03-26,1991-06-17,CPM
704,1991,Kerala,Shri. E. K. Nayanar,1987-03-26,1991-06-17,CPM
705,1991,Kerala,Shri. K. Karunakaran,1991-06-24,1995-03-16,INC
706,1992,Kerala,Shri. K. Karunakaran,1991-06-24,1995-03-16,INC
707,1993,Kerala,Shri. K. Karunakaran,1991-06-24,1995-03-16,INC
708,1994,Kerala,Shri. K. Karunakaran,1991-06-24,1995-03-16,INC
709,1995,Kerala,Shri. K. Karunakaran,1991-06-24,1995-03-16,INC
710,1995,Kerala,Shri. A. K. Antony,1995-03-22,1996-09-05,
711,1996,Kerala,Shri. A. K. Antony,1995-03-22,1996-09-05,
712,1996,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
713,1997,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
714,1998,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
715,1999,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
716,2000,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
717,2001,Kerala,Shri. E. K. Nayanar,1996-05-20,2001-05-13,CPM
718,2001,Kerala,Shri. A. K. Antony,2001-05-17,2004-08-29,INC
719,2002,Kerala,Shri. A. K. Antony,2001-05-17,2004-08-29,INC
720,2003,Kerala,Shri. A. K. Antony,2001-05-17,2004-08-29,INC
721,2004,Kerala,Shri. A. K. Antony,2001-05-17,2004-08-29,INC
722,2004,Kerala,Shri. Oommen Chandy,2004-08-31,2006-12-05,INC
723,2005,Kerala,Shri. Oommen Chandy,2004-08-31,2006-12-05,INC
724,2006,Kerala,Shri. Oommen Chandy,2004-08-31,2006-12-05,INC
725,2006,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
726,2007,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
727,2008,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
728,2009,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
729,2010,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
730,2011,Kerala,Shri. V. S. Achuthanandan,2006-05-18,2011-05-14,CPM
731,2011,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
732,2012,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
733,2013,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
734,2014,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
735,2015,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
736,2016,Kerala,Shri. Oommen Chandy,2011-05-18,2016-05-20,INC
737,2016,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
738,2017,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
739,2018,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
740,2019,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
741,2020,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
742,2021,Kerala,Shri. Pinarayi Vijayan,2016-05-25,2021-03-05,CPM
743,2062,Madhya_Pradesh,Shri Bhagwantrao Mandloi,2062-12-03,2063-09-29,INC
744,2063,Madhya_Pradesh,Shri Bhagwantrao Mandloi,2062-12-03,2063-09-29,INC
745,2063,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2063-09-30,2067-08-03,
746,2064,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2063-09-30,2067-08-03,
747,2065,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2063-09-30,2067-08-03,
748,2066,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2063-09-30,2067-08-03,
749,2067,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2063-09-30,2067-08-03,
750,2067,Madhya_Pradesh,Shri Dwarka Prasad Mishra,2067-09-03,2067-07-29,INC
751,2067,Madhya_Pradesh,Shri Govindnarayan Singh,2067-07-30,2069-12-03,INC
752,2068,Madhya_Pradesh,Shri Govindnarayan Singh,2067-07-30,2069-12-03,INC
753,2069,Madhya_Pradesh,Shri Govindnarayan Singh,2067-07-30,2069-12-03,INC
754,2069,Madhya_Pradesh,Shri Raja Nareshchandra Singh,2069-03-13,2069-03-25,INC
755,1972,Madhya_Pradesh,Shri Prakash Chandra Sethi,1972-01-29,1972-03-22,BJS
756,1972,Madhya_Pradesh,Shri Prakash Chandra Sethi,1972-03-23,1975-12-22,INC
757,1973,Madhya_Pradesh,Shri Prakash Chandra Sethi,1972-03-23,1975-12-22,INC
758,1974,Madhya_Pradesh,Shri Prakash Chandra Sethi,1972-03-23,1975-12-22,INC
759,1975,Madhya_Pradesh,Shri Prakash Chandra Sethi,1972-03-23,1975-12-22,INC
760,1975,Madhya_Pradesh,Shri Shyamacharan Shukla,1975-12-23,1977-04-29,INC
761,1976,Madhya_Pradesh,Shri Shyamacharan Shukla,1975-12-23,1977-04-29,INC
762,1977,Madhya_Pradesh,Shri Shyamacharan Shukla,1975-12-23,1977-04-29,INC
763,1977,Madhya_Pradesh,President's Rule,1977-04-30,1977-06-25,
764,1977,Madhya_Pradesh,Shri Kailsh Chandra Joshi,1977-06-26,1978-01-17,JNP
765,1978,Madhya_Pradesh,Shri Kailsh Chandra Joshi,1977-06-26,1978-01-17,JNP
766,1978,Madhya_Pradesh,Shri Virendra Kumar Sakhlecha,1978-01-18,1980-01-19,JNP
767,1979,Madhya_Pradesh,Shri Virendra Kumar Sakhlecha,1978-01-18,1980-01-19,JNP
768,1980,Madhya_Pradesh,Shri Virendra Kumar Sakhlecha,1978-01-18,1980-01-19,JNP
769,1980,Madhya_Pradesh,Shri Sunderlal Patwa,1980-01-20,1980-02-17,JNP
770,1980,Madhya_Pradesh,President's Rule,1980-02-18,1980-08-06,
771,1980,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
772,1981,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
773,1982,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
774,1983,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
775,1984,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
776,1985,Madhya_Pradesh,Shri Arjun Singh,1980-09-06,1985-10-03,INC(I)
777,1985,Madhya_Pradesh,Shri Arjun Singh,1985-11-03,1985-12-03,INC
778,1985,Madhya_Pradesh,Shri Motilal Vora,1985-03-13,1988-02-13,INC
779,1986,Madhya_Pradesh,Shri Motilal Vora,1985-03-13,1988-02-13,INC
780,1987,Madhya_Pradesh,Shri Motilal Vora,1985-03-13,1988-02-13,INC
781,1988,Madhya_Pradesh,Shri Motilal Vora,1985-03-13,1988-02-13,INC
782,1988,Madhya_Pradesh,Shri Arjun Singh,1988-02-14,1989-01-24,INC
783,1989,Madhya_Pradesh,Shri Arjun Singh,1988-02-14,1989-01-24,INC
784,1989,Madhya_Pradesh,Shri Motilal Vora,1989-01-25,1989-08-12,INC
785,1989,Madhya_Pradesh,Shri Shyamacharan Shukla,1989-09-12,1990-04-03,
786,1990,Madhya_Pradesh,Shri Shyamacharan Shukla,1989-09-12,1990-04-03,
787,1990,Madhya_Pradesh,Shri Sunderlal Patwa,1990-05-03,1992-12-15,BJP
788,1991,Madhya_Pradesh,Shri Sunderlal Patwa,1990-05-03,1992-12-15,BJP
789,1992,Madhya_Pradesh,Shri Sunderlal Patwa,1990-05-03,1992-12-15,BJP
790,1992,Madhya_Pradesh,President's Rule,1992-12-16,1993-06-12,
791,1993,Madhya_Pradesh,President's Rule,1992-12-16,1993-06-12,
792,1993,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
793,1994,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
794,1995,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
795,1996,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
796,1997,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
797,1998,Madhya_Pradesh,Shri Digvijay Singh,1993-07-12,1998-01-12,INC
798,1998,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
799,1999,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
800,2000,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
801,2001,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
802,2002,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
803,2003,Madhya_Pradesh,Shri Digvijay Singh,1998-01-12,2003-08-12,INC
804,2003,Madhya_Pradesh,Sushri Uma Bharti,2003-08-12,2004-08-23,BJP
805,2004,Madhya_Pradesh,Sushri Uma Bharti,2003-08-12,2004-08-23,BJP
806,2004,Madhya_Pradesh,Shri Babulal Gaur,2004-08-23,2005-11-29,BJP
807,2005,Madhya_Pradesh,Shri Babulal Gaur,2004-08-23,2005-11-29,BJP
808,2005,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2005-11-29,2008-12-12,BJP
809,2006,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2005-11-29,2008-12-12,BJP
810,2007,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2005-11-29,2008-12-12,BJP
811,2008,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2005-11-29,2008-12-12,BJP
812,2008,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
813,2009,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
814,2010,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
815,2011,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
816,2012,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
817,2013,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2008-12-12,2013-12-13,BJP
818,2013,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
819,2014,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
820,2015,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
821,2016,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
822,2017,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
823,2018,Madhya_Pradesh,Shri Shivraj Singh Chouhan,2013-12-14,2018-12-16,BJP
824,2018,Madhya_Pradesh,Shri Kamal Nath,2018-12-17,2020-03-22,
825,2019,Madhya_Pradesh,Shri Kamal Nath,2018-12-17,2020-03-22,
826,2020,Madhya_Pradesh,Shri Kamal Nath,2018-12-17,2020-03-22,
827,2008,Maharashtra,Ashok Shankarrao Charan,2008-08-12,2010-09-11,INC
828,2009,Maharashtra,Ashok Shankarrao Charan,2008-08-12,2010-09-11,INC
829,2010,Maharashtra,Ashok Shankarrao Charan,2008-08-12,2010-09-11,INC
830,2010,Maharashtra,Prithviraj Chavan,2010-11-11,2014-09-26,INC
831,2011,Maharashtra,Prithviraj Chavan,2010-11-11,2014-09-26,INC
832,2012,Maharashtra,Prithviraj Chavan,2010-11-11,2014-09-26,INC
833,2013,Maharashtra,Prithviraj Chavan,2010-11-11,2014-09-26,INC
834,2014,Maharashtra,Prithviraj Chavan,2010-11-11,2014-09-26,INC
835,2014,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
836,2015,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
837,2016,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
838,2017,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
839,2018,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
840,2019,Maharashtra,Devendra Gangadharrao Fadnavis,2014-10-31,2019-11-26,BJP
841,2002,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
842,2003,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
843,2004,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
844,2005,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
845,2006,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
846,2007,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
847,2008,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
848,2009,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
849,2010,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
850,2011,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
851,2012,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
852,2013,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
853,2014,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
854,2015,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
855,2016,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
856,2017,Manipur,Okram Ibobi Singh,2002-07-03,2017-03-14,INC
857,1972,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
858,1973,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
859,1974,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
860,1975,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
861,1976,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
862,1977,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
863,1978,Meghalaya,Capt. W.A. Sangma,1972-03-18,1978-03-03,
864,1978,Meghalaya,Shri D.D. Pugh,1978-10-03,1979-06-05,AHL
865,1979,Meghalaya,Shri D.D. Pugh,1978-10-03,1979-06-05,AHL
866,1979,Meghalaya,Shri B.B. Lyngdoh,1979-07-05,1981-07-05,AHL
867,1980,Meghalaya,Shri B.B. Lyngdoh,1979-07-05,1981-07-05,AHL
868,1981,Meghalaya,Shri B.B. Lyngdoh,1979-07-05,1981-07-05,AHL
869,1981,Meghalaya,Capt. W.A. Sangma,1981-07-05,1983-02-24,INC
870,1982,Meghalaya,Capt. W.A. Sangma,1981-07-05,1983-02-24,INC
871,1983,Meghalaya,Capt. W.A. Sangma,1981-07-05,1983-02-24,INC
872,1983,Meghalaya,Shri B.B. Lyngdoh,1983-02-03,1983-03-31,AHL
873,1983,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
874,1984,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
875,1985,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
876,1986,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
877,1987,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
878,1988,Meghalaya,Shri W.A. Sangma,1983-02-04,1988-05-02,INC
879,1988,Meghalaya,Shri Purno A. Sangma,1988-06-02,1990-03-25,INC
880,1989,Meghalaya,Shri Purno A. Sangma,1988-06-02,1990-03-25,INC
881,1990,Meghalaya,Shri Purno A. Sangma,1988-06-02,1990-03-25,INC
882,1990,Meghalaya,Shri B.B. Lyngdoh,1990-03-26,1991-10-10,HPU
883,1991,Meghalaya,Shri B.B. Lyngdoh,1990-03-26,1991-10-10,HPU
884,1991,Meghalaya,President's Rule,1991-11-10,1992-05-02,
885,1992,Meghalaya,President's Rule,1991-11-10,1992-05-02,
886,1992,Meghalaya,Shri D.D. Lapang,1992-05-02,1993-02-19,INC
887,1993,Meghalaya,Shri D.D. Lapang,1992-05-02,1993-02-19,INC
888,1993,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
889,1994,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
890,1995,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
891,1996,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
892,1997,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
893,1998,Meghalaya,Shri S.C. Marak,1993-02-19,1998-10-03,INC
894,1998,Meghalaya,Shri B.B. Lyngdoh,1998-10-03,2000-08-03,UDP
895,1999,Meghalaya,Shri B.B. Lyngdoh,1998-10-03,2000-08-03,UDP
896,2000,Meghalaya,Shri B.B. Lyngdoh,1998-10-03,2000-08-03,UDP
897,2000,Meghalaya,Shri E.K. Mawlong,2000-08-03,2001-08-12,UDP
898,2001,Meghalaya,Shri E.K. Mawlong,2000-08-03,2001-08-12,UDP
899,2001,Meghalaya,Dr. F.A. Khonglam,2001-08-12,2003-04-03,IND
900,2002,Meghalaya,Dr. F.A. Khonglam,2001-08-12,2003-04-03,IND
901,2003,Meghalaya,Dr. F.A. Khonglam,2001-08-12,2003-04-03,IND
902,2003,Meghalaya,Shri D.D. Lapang,2003-04-03,2006-06-15,INC
903,2004,Meghalaya,Shri D.D. Lapang,2003-04-03,2006-06-15,INC
904,2005,Meghalaya,Shri D.D. Lapang,2003-04-03,2006-06-15,INC
905,2006,Meghalaya,Shri D.D. Lapang,2003-04-03,2006-06-15,INC
906,2006,Meghalaya,Shri J. D. Rymbai,2006-06-15,2007-10-03,INC
907,2007,Meghalaya,Shri J. D. Rymbai,2006-06-15,2007-10-03,INC
908,2007,Meghalaya,Shri D. D. Lapang,2007-10-03,2008-03-19,INC
909,2008,Meghalaya,Shri D. D. Lapang,2007-10-03,2008-03-19,INC
910,2008,Meghalaya,Dr. Donkupar Roy,2008-03-19,2009-03-19,UDP
911,2009,Meghalaya,Dr. Donkupar Roy,2008-03-19,2009-03-19,UDP
912,2009,Meghalaya,President's Rule,2009-03-19,2009-04-13,
913,2009,Meghalaya,Shri D. D. Lapang,2009-05-13,2010-04-18,INC
914,2010,Meghalaya,Shri D. D. Lapang,2009-05-13,2010-04-18,INC
915,2010,Meghalaya,Shri Mukul Sangma,2010-04-20,2013-05-03,INC
916,2011,Meghalaya,Shri Mukul Sangma,2010-04-20,2013-05-03,INC
917,2012,Meghalaya,Shri Mukul Sangma,2010-04-20,2013-05-03,INC
918,2013,Meghalaya,Shri Mukul Sangma,2010-04-20,2013-05-03,INC
919,2013,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
920,2014,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
921,2015,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
922,2016,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
923,2017,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
924,2018,Meghalaya,Shri Mukul Sangma,2013-05-03,2018-04-03,INC
925,1972,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
926,1973,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
927,1974,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
928,1975,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
929,1976,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
930,1977,Mizoram,Ch Chhunga,1972-03-05,1977-10-05,IND
931,1977,Mizoram,President's Rule,1977-11-05,1978-01-06,
932,1978,Mizoram,President's Rule,1977-11-05,1978-01-06,
933,1978,Mizoram,Brig T Sailo,1978-02-06,1978-10-11,PPC
934,1978,Mizoram,President's Rule,1978-11-11,1979-07-05,
935,1979,Mizoram,President's Rule,1978-11-11,1979-07-05,
936,1979,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
937,1980,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
938,1981,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
939,1982,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
940,1983,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
941,1984,Mizoram,Brig T Sailo,1979-08-05,1984-04-05,PPC
942,1984,Mizoram,Lal Thanhawla,1984-05-05,1986-08-20,INC
943,1985,Mizoram,Lal Thanhawla,1984-05-05,1986-08-20,INC
944,1986,Mizoram,Lal Thanhawla,1984-05-05,1986-08-20,INC
945,1986,Mizoram,Laldenga,1986-08-21,1987-02-19,
946,1987,Mizoram,Laldenga,1986-08-21,1987-02-19,
947,1987,Mizoram,Laldenga,1987-02-20,1988-07-10,IND
948,1988,Mizoram,Laldenga,1987-02-20,1988-07-10,IND
949,1988,Mizoram,President's Rule,1988-08-10,1989-01-23,
950,1989,Mizoram,President's Rule,1988-08-10,1989-01-23,
951,1989,Mizoram,Lal Thanhawla,1989-01-24,1993-07-12,INC
952,1990,Mizoram,Lal Thanhawla,1989-01-24,1993-07-12,INC
953,1991,Mizoram,Lal Thanhawla,1989-01-24,1993-07-12,INC
954,1992,Mizoram,Lal Thanhawla,1989-01-24,1993-07-12,INC
955,1993,Mizoram,Lal Thanhawla,1989-01-24,1993-07-12,INC
956,1993,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
957,1994,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
958,1995,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
959,1996,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
960,1997,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
961,1998,Mizoram,Lal Thanhawla,1993-08-12,1998-03-12,INC
962,1998,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
963,1999,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
964,2000,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
965,2001,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
966,2002,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
967,2003,Mizoram,Zoramthanga,1998-04-12,2003-01-12,MNF
968,2003,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
969,2004,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
970,2005,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
971,2006,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
972,2007,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
973,2008,Mizoram,Zoramthanga,2003-02-12,2008-09-12,MNF
974,2008,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
975,2009,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
976,2010,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
977,2011,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
978,2012,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
979,2013,Mizoram,Lal Thanhawla,2008-10-12,2013-11-12,INC
980,2013,Mizoram,Lal Thanhawla,2013-12-12,2018-12-14,INC
